Group Pattern,Confidence,Company Code,Vendor,value,Amount Overbooked,Group Contains,Date,Group UUID,Region,Description,Payment Method,Special Intructions,reference,,,
similar special_instructions,  Low,3000,WCB - Ontario,1800,1200,All Open,4/2/2025,904205743b5b9436b32c4e2b3df7560c326bbaa63d24604330025c0b58a8aaae,North,Landscape Design Services,Credit Card,Property Access: Property access is required for service complletion,Inv-2865,,,
similar value,  Low,3000,Multiple,180,1200,All Open,3/16/2025,b47c8036309bba5657ff2a9739436aa43e9536ca3d1c286956f7c75d7d87a4ed,North,Livestock Management Services,Credit Card,,Inv-8948,,,
similar value,  Low,3000,Multiple,180l,1200,All Open,3/16/2025,b47c8036309bba5657ff2a9739436aa43e9536ca3d1c286956f7c75d7d87a4ed,North,Livestock Management Services,Credit Card,,Inv-8948,,,
similar value,  Low,3000,Multiple,a800,1200,All Open,4/9/2025,ce87371f30436cc6775a80e6ff5edf1f27af800f3047541f6cb526008ab97459,South,Local Food Systems Development,PayPal,Service Schedule: Service schedule is attached for your reference,Inv-9559,,,
similar value,  Low,3000,Multiple,18000,1200,All Open,4/9/2025,ce87371f30436cc6775a80e6ff5edf1f27af800f3047541f6cb526008ab97459,South,Local Food Systems Development,PayPal,Service Schedule: Service schedule is attached for your reference,Inv-9559,,,
similar value,  Low,3000,Multiple,c800,1200,All Open,4/9/2025,ce87371f30436cc6775a80e6ff5edf1f27af800f3047541f6cb526008ab97459,South,Local Food Systems Development,PayPal,Service Schedule: Service schedule is attached for your reference,Inv-9559,,,
similar value,  Low,3000,Multiple,100,1200,All Open,4/9/2025,ce87371f30436cc6775a80e6ff5edf1f27af800f3047541f6cb526008ab97459,South,Local Food Systems Development,PayPal,Service Schedule: Service schedule is attached for your reference,Inv-9559,,,
similar value,  Low,3000,Multiple,172.899041,1120.899041,All Open,4/3/2025,c442dfedf60446f1e41ff7d968ad46eac6d8166791e99048619feb3377ca79ab,West,Marine Biology Research,Credit Card,,Inv-9208,,,
similar value,  Low,3000,Multiple,1720.89041,1120.899041,All Open,4/3/2025,c442dfedf60446f1e41ff7d968ad46eac6d8166791e99048619feb3377ca79ab,West,Marine Biology Research,Credit Card,,Inv-9208,,,
similar value,  Low,3000,Multiple,17b0.899041,1120.899041,All Open,4/3/2025,c442dfedf60446f1e41ff7d968ad46eac6d8166791e99048619feb3377ca79ab,West,Marine Biology Research,Credit Card,,Inv-9208,,,
similar value,  Low,3000,Multiple,1720.89041,1120.899041,All Open,4/3/2025,c442dfedf60446f1e41ff7d968ad46eac6d8166791e99048619feb3377ca79ab,West,Marine Biology Research,Credit Card,,Inv-9208,,,
similar value,  Low,3000,Multiple,1720.899041,1120.899041,All Open,4/3/2025,c442dfedf60446f1e41ff7d968ad46eac6d8166791e99048619feb3377ca79ab,West,Marine Biology Research,Credit Card,,Inv-9208,,,
similar value,  Low,3000,Multiple,17220.89904,1120.899041,All Open,3/19/2025,d23666a64f2872193d465ed9e3239d82c04f43aba763756097d6a2c2c0f03069,West,Marine Conservation Programs,Bank Transfer,Usage Limits: Usage limits apply as per the agreement,Inv-8942,,,
similar vendor,  Low,3000,Multiiple,1200,600,All Open,3/27/2025,1d7342dca25c23a997e84ddb862365ebb55ecb4924ef1562ad59562a1883bbf6,West,Market Analysis Report,PayPal,,Inv-8485,,,
similar region,  Low,3000,?? ??,1200,600,All Open,3/15/2025,3998f64727864062d9ffb2d1bb261bad8477d2960df0e1d235c7cd3d30a36c06,touth,Marketing Research Services,PayPal,,Inv-7197,,,
similar region,  Low,3000,?? ??,1200,600,All Open,3/15/2025,3998f64727864062d9ffb2d1bb261bad8477d2960df0e1d235c7cd3d30a36c06,Sout,Marketing Research Services,PayPal,,Inv-7197,,,
similar region,  Low,3000,?? ??,1200,600,All Open,3/15/2025,3998f64727864062d9ffb2d1bb261bad8477d2960df0e1d235c7cd3d30a36c06,Soouth,Marketing Research Services,PayPal,,Inv-7197,,,
similar value,  Low,3000,WCB - Alberta,120d,600,All Open,2/7/2025,3a24074be37ff184cfe7542b7e9390081b6fbd78c762b84c826472de8c05adda,West,Mechanical Design Services,Credit Card,,Inv-4482,,,
similar value,  Low,3000,WCB - Alberta,11200,600,All Open,2/7/2025,3a24074be37ff184cfe7542b7e9390081b6fbd78c762b84c826472de8c05adda,West,Mechanical Design Services,Credit Card,,Inv-4482,,,
similar value,  Low,3000,WCB - Alberta,100,600,All Open,2/7/2025,3a24074be37ff184cfe7542b7e9390081b6fbd78c762b84c826472de8c05adda,West,Mechanical Design Services,Credit Card,,Inv-4482,,,
similar value,  Low,3000,WCB - Alberta,120,600,All Open,2/7/2025,3a24074be37ff184cfe7542b7e9390081b6fbd78c762b84c826472de8c05adda,West,Mechanical Design Services,Credit Card,,Inv-4482,,,
similar value,  Low,3000,WCB - Alberta,12000,600,All Open,2/7/2025,3a24074be37ff184cfe7542b7e9390081b6fbd78c762b84c826472de8c05adda,West,Mechanical Design Services,Credit Card,,Inv-4482,,,
exact,  Low,3000,WCB - British Columbia,1200,600,All Open,2/20/2025,5c0d666e0994b6cd425fad7e479c427c3436bd19d3a25b953bcadda35c52bd1d,North,Natural Resource Management,PayPal,,Inv-873,,,
similar special_instructions,  Low,3000,Multiple,1200,600,All Open,2/27/2025,77f73f3080b91c4b51db8ecda2f1d8f63b334a12e9b5494985a5ab2bdaa523fd,South,Oceanography Consultation,Bank Transfer,,Inv-8964,,,
exact,  Low,3000,Multiple,1200,600,All Open,1/30/2025,c214c946be9a4cdc39d104e61bb8dc6a8b9398735bc138426444038946fadd06,East,Offshore Drilling Safety,PayPal,,Inv-4067,,,
exact,  Low,3000,Multiple,1200,600,All Open,1/30/2025,c214c946be9a4cdc39d104e61bb8dc6a8b9398735bc138426444038946fadd06,East,Offshore Drilling Safety,PayPal,,Inv-4067,,,
exact,  Low,3000,Multiple,1200,600,All Open,1/30/2025,c214c946be9a4cdc39d104e61bb8dc6a8b9398735bc138426444038946fadd06,East,Offshore Drilling Safety,PayPal,,Inv-4067,,,
similar payment_method,  Low,3000,WCB - British Columbia,1200,600,All Open,1/31/2025,d863abd4af929d712c58ce1f79775d60e5c7707cfb9aa3e0f2ed165883c365ea,East,Organic Farming Certification,Caash,,Inv-8212,,,
similar payment_method,  Low,3000,WCB - British Columbia,1200,600,All Open,1/31/2025,d863abd4af929d712c58ce1f79775d60e5c7707cfb9aa3e0f2ed165883c365ea,East,Organic Farming Certification,Cassh,,Inv-8212,,,
similar date,  Low,3000,Multiple,1200,600,All Open,2025-02--09,e17dfe51bfd90e37cfb4449b1a748c7eef772b2e177ac4f1fb90b6f5f94411b2,North,Permaculture Design,Cash,,Inv-6023,,,
similar date,  Low,3000,Multiple,1200,600,All Open,202502-09,e17dfe51bfd90e37cfb4449b1a748c7eef772b2e177ac4f1fb90b6f5f94411b2,North,Permaculture Design,Cash,,Inv-6023,,,
similar date,  Low,3000,Multiple,1200,600,All Open,2/9/2025,e17dfe51bfd90e37cfb4449b1a748c7eef772b2e177ac4f1fb90b6f5f94411b2,North,Permaculture Design,Cash,,Inv-6023,,,
similar special_instructions,  Low,3000,WCB - Quebec,1200,600,All Open,3/8/2025,e1e686ec93b73eedc646db2449435a59586a893d9ed92b119a11cffc81a02384,East,Pest Control Services,Bank Transfer,,Inv-8167,,,
similar special_instructions,  Low,3000,WCB - Quebec,1200,600,All Open,3/8/2025,e1e686ec93b73eedc646db2449435a59586a893d9ed92b119a11cffc81a02384,East,Pest Control Services,Bank Transfer,,Inv-8167,,,
similar special_instructions,  Low,3000,WCB - Quebec,1200,600,All Open,3/8/2025,e1e686ec93b73eedc646db2449435a59586a893d9ed92b119a11cffc81a02384,East,Pest Control Services,Bank Transfer,,Inv-8167,,,
similar special_instructions,  Low,3000,WCB - Quebec,1200,600,All Open,3/8/2025,e1e686ec93b73eedc646db2449435a59586a893d9ed92b119a11cffc81a02384,East,Pest Control Services,Bank Transfer,,Inv-8167,,,
similar description,  Low,3000,Manhattan Corporation,1200,600,All Open,3/11/2025,f0d06ff85b4638350304007d4b0e7c69ecb47a4757bf37127f19e642bc7029a2,East,Photographyy Session Fees,Cash,,Inv-8060,,,
similar description,  Low,3000,Manhattan Corporation,1200,600,All Open,3/11/2025,f0d06ff85b4638350304007d4b0e7c69ecb47a4757bf37127f19e642bc7029a2,East,Photogjaphy Session Fees,Cash,,Inv-8060,,,
similar description,  Low,3000,Manhattan Corporation,1200,600,All Open,3/11/2025,f0d06ff85b4638350304007d4b0e7c69ecb47a4757bf37127f19e642bc7029a2,East,Phctography Session Fees,Cash,,Inv-8060,,,
similar vendor,  Low,3000,CB - Alberta,1200,600,All Open,3/19/2025,f80c3a688c351bb7ab2f7e9bc26938cee4c00b57210787a08c146df4532cce2b,West,Pollution Control Equipment,Bank Transfer,,Inv-6993,,,
similar date,  Low,3000,Multiple,1200,600,All Open,3/26/2025,fa2a18d0a19babeae03759e01d0a64e505e24c776d44cbec6186894d8cc5bea8,West,Poultry Farm Management,PayPal,Interpretation services fees are included,Inv-1256,,,
similar date,  Low,3000,Multiple,1200,600,All Open,2025-0-26,fa2a18d0a19babeae03759e01d0a64e505e24c776d44cbec6186894d8cc5bea8,West,Poultry Farm Management,PayPal,Interpretation services fees are included,Inv-1256,,,
similar date,  Low,3000,Multiple,1200,600,All Open,2025-0j-26,fa2a18d0a19babeae03759e01d0a64e505e24c776d44cbec6186894d8cc5bea8,West,Poultry Farm Management,PayPal,Interpretation services fees are included,Inv-1256,,,
similar date,  Low,3000,Multiple,1200,600,All Open,3/2/2025,fa2a18d0a19babeae03759e01d0a64e505e24c776d44cbec6186894d8cc5bea8,West,Poultry Farm Management,PayPal,Interpretation services fees are included,Inv-1256,,,
similar description,  Low,3000,Phoenix Supplies,1120.899041,520.8990411,Open/Cleared,1/21/2025,0350ca3ee908d8db091561ddbaa03284faa9c76bac8f63df4a1d789b3c550f2f,South,Product Developmennt Services,Bank Transfer,,Inv-1949,,,
similar description,  Low,3000,Phoenix Supplies,1120.899041,520.8990411,Open/Cleared,1/21/2025,0350ca3ee908d8db091561ddbaa03284faa9c76bac8f63df4a1d789b3c550f2f,South,Product Development kervices,Bank Transfer,,Inv-1949,,,
similar description,  Low,3000,Phoenix Supplies,1120.899041,520.8990411,Open/Cleared,1/21/2025,0350ca3ee908d8db091561ddbaa03284faa9c76bac8f63df4a1d789b3c550f2f,South,Produc Development Services,Bank Transfer,,Inv-1949,,,
similar special_instructions,  Low,3000,?????????,1120.899041,520.8990411,All Open,3/9/2025,042c8cd710641dabca05c6e52e4662f6ebe5a3e6e28d7e96d30343069ed9d012,North,Prototype Design Services,Credit Card,Notary fees are includeed,Inv-241,,,
similar special_instructions,  Low,3000,?????????,1120.899041,520.8990411,All Open,3/9/2025,042c8cd710641dabca05c6e52e4662f6ebe5a3e6e28d7e96d30343069ed9d012,North,Prototype Design Services,Credit Card,Notary fees aare included,Inv-241,,,
similar date,  Low,3000,Global Business Properties,1120.899041,520.8990411,Open/Cleared,20y5-03-15,0c2c2739b68fb0ea50582302bc50273da666ba70447613c3e293bf517dda0854,East,Recycling Program Setup,PayPal,,Inv-804,,,
similar date,  Low,3000,Global Business Properties,1120.899041,520.8990411,Open/Cleared,2025-033-15,0c2c2739b68fb0ea50582302bc50273da666ba70447613c3e293bf517dda0854,East,Recycling Program Setup,PayPal,,Inv-804,,,
similar date,  Low,3000,Global Business Properties,1120.899041,520.8990411,Open/Cleared,2025-03-u5,0c2c2739b68fb0ea50582302bc50273da666ba70447613c3e293bf517dda0854,East,Recycling Program Setup,PayPal,,Inv-804,,,
similar date,  Low,3000,Global Business Properties,1120.899041,520.8990411,Open/Cleared,20e5-03-15,0c2c2739b68fb0ea50582302bc50273da666ba70447613c3e293bf517dda0854,East,Recycling Program Setup,PayPal,,Inv-804,,,
similar value,  Low,3000,Revenue Quebec,112j.899041,520.8990411,All Open,2/28/2025,116c8261450f4eddf0033f9cfa6951ed5deac7fcc1b3e98b2905861f7a832a78,East,Regenerative Agriculture Consultation,Bank Transfer,Certification fees are included,Inv-7655,,,
similar value,  Low,3000,Revenue Quebec,1120.89041,520.8990411,All Open,2/28/2025,116c8261450f4eddf0033f9cfa6951ed5deac7fcc1b3e98b2905861f7a832a78,East,Regenerative Agriculture Consultation,Bank Transfer,Certification fees are included,Inv-7655,,,
similar value,  Low,3000,Revenue Quebec,1120.899t41,520.8990411,All Open,2/28/2025,116c8261450f4eddf0033f9cfa6951ed5deac7fcc1b3e98b2905861f7a832a78,East,Regenerative Agriculture Consultation,Bank Transfer,Certification fees are included,Inv-7655,,,
similar value,  Low,3000,Revenue Quebec,1120.899004,520.8990411,All Open,2/28/2025,116c8261450f4eddf0033f9cfa6951ed5deac7fcc1b3e98b2905861f7a832a78,East,Regenerative Agriculture Consultation,Bank Transfer,Certification fees are included,Inv-7655,,,
similar value,  Low,3000,Revenue Quebec,1120j899041,520.8990411,All Open,2/28/2025,116c8261450f4eddf0033f9cfa6951ed5deac7fcc1b3e98b2905861f7a832a78,East,Regenerative Agriculture Consultation,Bank Transfer,Certification fees are included,Inv-7655,,,
similar value,  Low,3000,Global Business Properties,1120.8990m1,520.8990411,Open/Cleared,3/15/2025,126c4629d4f631fbd5c50063c45a091b434bac1a673b5737dfa738f713742500,West,Renewable Energy Solutions,PayPal,,Inv-9809,,,
similar vendor,  Low,3000,State of Illinqis,1120.899041,520.8990411,All Open,3/17/2025,145c6f0b8d2e60b659dc1c76b297db8c3a7aa1d9133a11e65150a564160fcba6,South,Rooftop Garden Design,PayPal,,Inv-6912,,,
similar vendor,  Low,3000,State of Ilinois,1120.899041,520.8990411,All Open,3/17/2025,145c6f0b8d2e60b659dc1c76b297db8c3a7aa1d9133a11e65150a564160fcba6,South,Rooftop Garden Design,PayPal,,Inv-6912,,,
similar reference,  Low,3000,Internal revenue service,1120.899041,520.8990411,All Open,2/4/2025,22ffd5fd4eaebc21c344ffa2445cd449a3bdbac5a9b6826f6ad9b31bd792b4f0,South,Soil Erosion Control,Credit Card,,Inv-37447,,,
similar reference,  Low,3000,Internal revenue service,1120.899041,520.8990411,All Open,2/4/2025,22ffd5fd4eaebc21c344ffa2445cd449a3bdbac5a9b6826f6ad9b31bd792b4f0,South,Soil Erosion Control,Credit Card,,Inv-347,,,
similar reference,  Low,3000,Internal revenue service,1120.899041,520.8990411,All Open,2/4/2025,22ffd5fd4eaebc21c344ffa2445cd449a3bdbac5a9b6826f6ad9b31bd792b4f0,South,Soil Erosion Control,Credit Card,,Inv-374f,,,
similar payment_method,  Low,3000,Phunix GmbH,1120.899041,520.8990411,All Open,3/29/2025,23c4908c579b8843e4ab3dd47e99c10907a2a9a93bfef70c5241b4251235766b,North,Soil Fertility Testing,Bank  Transfer,,Inv-9871,,,
similar payment_method,  Low,3000,WCB - Ontario,1120.899041,520.8990411,All Open,3/5/2025,2a41814ad0b610d09a6042128cfd406e921d4b9922429778bbde541d147825e2,East,Soil Testing Services,Bank Tgansfer,,Inv-8598,,,
similar reference,  Low,3000,WCB - Alberta,1120.899041,520.8990411,All Open,3/17/2025,414987326ebe636294d624c781c51cb679a4b6313d69f025f3eec17457667004,North,Solar Panel Installation,Bank Transfer,,Invv-3596,,,
similar vendor,  Low,3000,icme Corportion,1120.899041,520.8990411,All Open,1/9/2025,4c2d209a04eeace8e4d81a700e7a85fb27c2e5aa3db6e6033ad9207bdf7b7f77,West,Stormwater Management,Credit Card,,Inv-1254,,,
similar vendor,  Low,3000,Acme Corporfion,1120.899041,520.8990411,All Open,1/9/2025,4c2d209a04eeace8e4d81a700e7a85fb27c2e5aa3db6e6033ad9207bdf7b7f77,West,Stormwater Management,Credit Card,,Inv-1254,,,
similar description,  Low,3000,Revenue Quebec,1120.899041,520.8990411,All Open,1/5/2025,4d41567d0f3589315b2e7e191db6adaece048f5fed973f0e9d42f92a1f7ade94,East,Structura Analysis Services,PayPal,,Inv-9006,,,
similar value,  Low,3000,Versicherungen ABC,1120.89904,520.8990411,All Open,1/8/2025,5e252045c6315fb0298eaddc300e665751409c90f193fa247e94e615823bde20,North,Sustainability Consulting,Cash,,Inv-4656,,,
similar vendor,  Low,3000,"eSuplier, Inc",1120.899041,520.8990411,All Open,4/10/2025,98c82110b6976fa2ee70b374a6860cb06f4600fd84c6b57114af84fdbde44ae7,South,Sustainable Land Management,PayPal,Replacement Policy: Replacement policy is attached,Inv-1502,,,
similar date,  Low,3000,kneifelinchen Sibylle,1120.899041,520.8990411,All Open,225-01-10,9bb9d9112da9d61b86971c028c41aa73bd7379e0129385eb827c6cf0a12e9c7f,South,Urban Agriculture Initiatives,Credit Card,,Inv-665,,,
similar date,  Low,3000,kneifelinchen Sibylle,1120.899041,520.8990411,All Open,22025-01-10,9bb9d9112da9d61b86971c028c41aa73bd7379e0129385eb827c6cf0a12e9c7f,South,Urban Agriculture Initiatives,Credit Card,,Inv-665,,,
similar date,  Low,3000,kneifelinchen Sibylle,1120.899041,520.8990411,All Open,2025-01--10,9bb9d9112da9d61b86971c028c41aa73bd7379e0129385eb827c6cf0a12e9c7f,South,Urban Agriculture Initiatives,Credit Card,,Inv-665,,,
similar date,  Low,3000,kneifelinchen Sibylle,1120.899041,520.8990411,All Open,2025--01-10,9bb9d9112da9d61b86971c028c41aa73bd7379e0129385eb827c6cf0a12e9c7f,South,Urban Agriculture Initiatives,Credit Card,,Inv-665,,,
similar value,  Low,3000,Revenue Quebec,1120.899904,520.8990411,All Open,2/12/2025,a616c3ec8c08a5009fc2d749a6a2ba2f3ad2d3ede987b3099ea5a7b0a163ede7,North,Urban Planning Services,PayPal,,Inv-2939,,,
similar value,  Low,3000,Revenue Quebec,1120.899j41,520.8990411,All Open,2/12/2025,a616c3ec8c08a5009fc2d749a6a2ba2f3ad2d3ede987b3099ea5a7b0a163ede7,North,Urban Planning Services,PayPal,,Inv-2939,,,
similar value,  Low,3000,Revenue Quebec,1120.899044,520.8990411,All Open,2/12/2025,a616c3ec8c08a5009fc2d749a6a2ba2f3ad2d3ede987b3099ea5a7b0a163ede7,North,Urban Planning Services,PayPal,,Inv-2939,,,
similar vendor,  Low,3000,Global Business Prooperties,1120.899041,520.8990411,All Cleared,4/10/2025,b275adb85333247f69e829be66167a73c91561797fa564704e8ac27129518d18,East,User Experience (UX) Design,PayPal,Compliance Fees: Compliance fees are included,Inv-8377,,,
similar vendor,  Low,3000,Global Busineis Properties,1120.899041,520.8990411,All Cleared,4/10/2025,b275adb85333247f69e829be66167a73c91561797fa564704e8ac27129518d18,East,User Experience (UX) Design,PayPal,Compliance Fees: Compliance fees are included,Inv-8377,,,
similar vendor,  Low,3000,Global Buainess Properties,1120.899041,520.8990411,All Cleared,4/10/2025,b275adb85333247f69e829be66167a73c91561797fa564704e8ac27129518d18,East,User Experience (UX) Design,PayPal,Compliance Fees: Compliance fees are included,Inv-8377,,,
similar vendor,  Low,3000,Gobal Business Properties,1120.899041,520.8990411,All Cleared,4/10/2025,b275adb85333247f69e829be66167a73c91561797fa564704e8ac27129518d18,East,User Experience (UX) Design,PayPal,Compliance Fees: Compliance fees are included,Inv-8377,,,
similar payment_method,  Low,3000,Canada Customs & Revenue Agency,1120.899041,520.8990411,All Open,2/9/2025,b40e093ba5de1a6e664c37daeaff2d8c8c5a876b844123bdd95931f5d52d6dac,West,User Interface (UI) Design,Cask,,Inv-4644,,,
similar payment_method,  Low,3000,Canada Customs & Revenue Agency,1120.899041,520.8990411,All Open,2/9/2025,b40e093ba5de1a6e664c37daeaff2d8c8c5a876b844123bdd95931f5d52d6dac,West,User Interface (UI) Design,Cash,,Inv-4644,,,
similar payment_method,  Low,3000,Canada Customs & Revenue Agency,1120.899041,520.8990411,All Open,2/9/2025,b40e093ba5de1a6e664c37daeaff2d8c8c5a876b844123bdd95931f5d52d6dac,West,User Interface (UI) Design,Csh,,Inv-4644,,,
similar payment_method,  Low,3000,Canada Customs & Revenue Agency,1120.899041,520.8990411,All Open,2/9/2025,b40e093ba5de1a6e664c37daeaff2d8c8c5a876b844123bdd95931f5d52d6dac,West,User Interface (UI) Design,CCash,,Inv-4644,,,
similar vendor,  Low,3000,Miiller Company Inc.,1120.899041,520.8990411,All Open,1/8/2025,bffa782eb21a678418b4ef958c255953789466ad5bdd82df4b9c7345bdda1aba,South,Veterinary Services,Bank Transfer,Service Rates: Service rates are subject to change,Inv-1350,,,
similar vendor,  Low,3000,Milller Company Inc.,1120.899041,520.8990411,All Open,1/8/2025,bffa782eb21a678418b4ef958c255953789466ad5bdd82df4b9c7345bdda1aba,South,Veterinary Services,Bank Transfer,Service Rates: Service rates are subject to change,Inv-1350,,,
similar vendor,  Low,3000,Miller Company Incc.,1120.899041,520.8990411,All Open,1/8/2025,bffa782eb21a678418b4ef958c255953789466ad5bdd82df4b9c7345bdda1aba,South,Veterinary Services,Bank Transfer,Service Rates: Service rates are subject to change,Inv-1350,,,
similar region,  Low,3000,Acme Corportion,1120.899041,520.8990411,All Open,1/11/2025,c2f2a3538a5c2f137f17455f7f774ef1d96598ef2df5bfb58bae5e63f985ac8a,worth,Video Production Services,Bank Transfer,,Inv-1904,,,
similar region,  Low,3000,Acme Corportion,1120.899041,520.8990411,All Open,1/11/2025,c2f2a3538a5c2f137f17455f7f774ef1d96598ef2df5bfb58bae5e63f985ac8a,North,Video Production Services,Bank Transfer,,Inv-1904,,,
similar date,  Low,3000,WCB - British Columbia,1120.899041,520.8990411,All Open,2025-03-113,c8ecefbea76b270a4ffb6633d0963a7bfdbdc0eda3f7787e79bf08ccd0405d65,North,Waste Management Services,Cash,,Inv-6968,,,
similar reference,  Low,3000,"eSupplier, Inc",1120.899041,520.8990411,All Open,4/6/2025,ca4d6fdc070c79b4f6953660d1f769cf89c32920cd6f267c5c1812eb6d03d190,South,Water Resource Management,Cash,,Igv-6865,,,
similar reference,  Low,3000,"eSupplier, Inc",1120.899041,520.8990411,All Open,4/6/2025,ca4d6fdc070c79b4f6953660d1f769cf89c32920cd6f267c5c1812eb6d03d190,South,Water Resource Management,Cash,,Inv-665,,,
similar reference,  Low,3000,"eSupplier, Inc",1120.899041,520.8990411,All Open,4/6/2025,ca4d6fdc070c79b4f6953660d1f769cf89c32920cd6f267c5c1812eb6d03d190,South,Water Resource Management,Cash,,Inv-685,,,
similar reference,  Low,3000,"eSupplier, Inc",1120.899041,520.8990411,All Open,4/6/2025,ca4d6fdc070c79b4f6953660d1f769cf89c32920cd6f267c5c1812eb6d03d190,South,Water Resource Management,Cash,,Inv-685,,,
similar reference,  Low,3000,"eSupplier, Inc",1120.899041,520.8990411,All Open,4/6/2025,ca4d6fdc070c79b4f6953660d1f769cf89c32920cd6f267c5c1812eb6d03d190,South,Water Resource Management,Cash,,Invv-6865,,,
similar description,  Low,3000,Wilhelm Klein,1120.899041,520.8990411,All Open,4/10/2025,dc8a037954da866889a0ec6c6c914bd85df72faa067cef239ab63cc410c69c63,North,Water Treatment Solution,Credit Card,,Inv-4238,,,
similar description,  Low,3000,Proveedor 1,1120.899041,520.8990411,Open/Cleared,1/18/2025,e4b2cf29580dad825d1533e06d50c6c0f0dded03ceacaafc170becca92f4106c,North,Wetlandd Restoration,Bank Transfer,,Inv-3672,,,
similar description,  Low,3000,Proveedor 1,1120.899041,520.8990411,Open/Cleared,1/18/2025,e4b2cf29580dad825d1533e06d50c6c0f0dded03ceacaafc170becca92f4106c,North,Wetlland Restoration,Bank Transfer,,Inv-3672,,,
similar description,  Low,3000,Proveedor 1,1120.899041,520.8990411,Open/Cleared,1/18/2025,e4b2cf29580dad825d1533e06d50c6c0f0dded03ceacaafc170becca92f4106c,North,Wetlanp Restoration,Bank Transfer,,Inv-3672,,,
similar description,  Low,3000,Proveedor 1,1120.899041,520.8990411,Open/Cleared,1/18/2025,e4b2cf29580dad825d1533e06d50c6c0f0dded03ceacaafc170becca92f4106c,North,Wetland Restorattion,Bank Transfer,,Inv-3672,,,
similar value,  Low,3000,"eSupplier, Inc",1120.89941,520.8990411,All Open,3/11/2025,f644bd2d65bf8a087ae48fd5a81121baf11584dc7763a19c85f0c62b9a929369,East,Wind Turbine Maintenance,Cash,,Inv-7186,,,
similar value,  Low,3000,"eSupplier, Inc",1120.89901,520.8990411,All Open,3/11/2025,f644bd2d65bf8a087ae48fd5a81121baf11584dc7763a19c85f0c62b9a929369,East,Wind Turbine Maintenance,Cash,,Inv-7186,,,
similar value,  Low,3000,"eSupplier, Inc",11120.89904,520.8990411,All Open,3/11/2025,f644bd2d65bf8a087ae48fd5a81121baf11584dc7763a19c85f0c62b9a929369,East,Wind Turbine Maintenance,Cash,,Inv-7186,,,
similar reference,  Low,3000,Manhattan Corp.,1041.798082,520.8990411,All Open,1/27/2025,cbd4528539da93ed4ca58100ff167b8380a194f2567a4f0862b0df33752d4e80,West,Many paper clips,PayPal,,Inv-32811,,,
similar reference,  Low,3000,Manhattan Corp.,1041.798082,520.8990411,All Open,1/27/2025,cbd4528539da93ed4ca58100ff167b8380a194f2567a4f0862b0df33752d4e80,West,Many paper clips,PayPal,,Inv-328,,,
similar reference,  Low,3000,Manhattan Corp.,1041.798082,520.8990411,All Open,1/27/2025,cbd4528539da93ed4ca58100ff167b8380a194f2567a4f0862b0df33752d4e80,West,Many paper clips,PayPal,,Inv-381,,,
similar reference,  Low,3000,Manhattan Corp.,1041.798082,520.8990411,All Open,1/27/2025,cbd4528539da93ed4ca58100ff167b8380a194f2567a4f0862b0df33752d4e80,West,Many paper clips,PayPal,,Inv-381,,,
